Scheme_Code,Scheme_Name,Fund_House,Scheme_Type,Scheme_Category,Status,Portfolio_Ind,URL,Expense,AUM,CrisilRank,FundManagers,Exit_Load,Age,3M Ret,1Y Ret,3Y Ret,5Y Ret,Ret Inception,Sharpe Ratio,Sortino Ratio,Info Ratio,Beta,Alpha,R-Squared,Pos_Year%,Year,Inception_Date,Volatility,Rel_MaxDD,Roll_Ret_1Y,Roll_Ret_3Y,Roll_Ret_Inception,Prob_10Pct,Sharpe_1Y,Sortino_1Y,Volatility_1Y,NumStocks,Top5_Pct,Top10_Pct,Top3_Sector,Equity_Holding,F&O_Holding,Foreign_Holding,NumDebts,Modified_Duration,YTM,LCap_Pct,MCap_Pct,SCap_Pct,GT_1PCT,GT_3PCT,GT_5PCT,LT_NEG_1PCT,LT_NEG_3PCT,LT_NEG_5PCT,POS_PCT,GT_NIFTY_UP,GT_NIFTY_DOWN,NIFTY_CORR,PCT_GT_NIFTY
131357,BANDHAN Balanced Advantage Fund Regular Plan Growth,Bandhan,Hybrid Scheme,Balanced Advantage,N,,https://www.moneycontrol.com/mutual-funds/nav/bandhan-balanced-advantage-fund-regular-plan-growth/MAG1628,1.94%,2364.12,Not Rated,Brijesh Shah|Sachin Relekar|Sumit Agarwal|Vishal Biraia,Bandhan Balanced Advantage Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,9.15,14.6,10.66,9.39,9.53,8.51,0.57,0.78,-0.04,0.37,0.04,0.6,90.00,2014,2014-10-13,7.14,0.6928841797723297,5.7,10.77,8.21,0.4216900720357448,0.91,1.29,5.19,,,,,,,,,,,,,,3.03,0.34,0.07,2.82,0.34,0.14,53.23,10.45,90.45,0.9348819865088414,46.77
127849,BANK OF INDIA BALANCED ADVANTAGE FUND REGULAR PLAN GROWTH,Bank of India,Hybrid Scheme,Balanced Advantage,N,,https://www.moneycontrol.com/mutual-funds/nav/bank-of-india-balanced-advantage-fund-regular-plan-growth/MBA137,2.47%,104.16,Not Rated,Alok Singh,Bank of India Balanced Advantage Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 90 days. There are no other charges.,9.71,21.08,10.35,12.31,7.59,8.38,0.69,1.11,-0.01,0.37,0.07,0.34,90.00,2014,2014-03-24,9.44,0.5604282466781582,12.15,11.54,6.97,0.3510171739248127,0.6,0.84,7.73,,,,,,,,,,,,,,2.34,0.21,0.14,3.03,0.14,0.07,54.61,9.19,91.06,0.8007050398839642,46.35
126394,DSP Dynamic Asset Allocation Fund,DSP,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/dsp-dynamic-asset-allocation-fund-regular-plan-growth/MDS959,1.94%,3271.09,Not Rated,Laukik Bagwe|Atul Bhole|Dhaval Gada,DSP Dynamic Asset Allocation Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,9.83,15.56,12.33,8.16,9.03,9.06,0.44,0.59,-0.04,0.28,0.04,0.57,90.00,2014,2014-02-07,5.49,0.4763583792959755,6.13,9.21,8.36,0.4108827803286248,1.41,2.04,4.43,120,15.33%,24.18%,19.26%,65.78,0.00,0.00,25,2.46,7.76,36.74,19.55,9.49,2.2,0.14,0.07,2.2,0.34,0.07,57.02,7.56,94.39,0.886841132230793,46.97
112117,Edelweiss Balanced Advantage Fund,Edelweiss,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-balanced-advantage-fund-growth/MEW051,1.72%,9474.96,2 Stars,Bhavesh Jain|Bharat Lahoti|Rahul Hemchand Dedhia,Edelweiss Balanced Advantage Fund - Growth charges 1.0% of sell value; if fund sold before 90 days. There are no other charges.,14.3,18.48,12.36,12.92,13.09,11.67,0.89,1.23,-0.03,0.45,0.05,0.67,86.67,2009,2009-08-21,8.17,0.6142401869311714,7.98,15.48,11.71,0.5810363624186621,1.12,1.57,5.86,96,18.9%,28.34%,28.3%,72.76,1.07,0.00,20,1.50,7.39,55.55,9.57,7.64,2.82,0.07,0.0,3.72,0.14,0.07,55.61,14.88,89.39,0.93636687879483,48.73
150480,Franklin India Balanced Advantage Fund,Franklin,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-balanced-advantage-fund-regular-plan-growth/MTE577,2.04%,1360.29,Not Rated,Rajasa Kakulavarapu|Sandeep Manam|Sachin Padwal-Desai|Umesh Sharma|Varun Sharma,Franklin India Balanced Advantage Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,1.25,17.96,13.3,,,14.49,,,0.01,0.16,0.12,0.09,100.00,2022,2022-09-06,,0.4328868259751386,,,,,1.37,1.93,5.17,44,19.88%,30.21%,24.81%,65.10,0.00,0.00,13,1.66,7.41,49.4,5.62,10.07,0.0,0.0,0.0,0.33,0.0,0.0,60.86,15.88,92.54,0.8891729601522894,49.67
100119,HDFC Balanced Advantage Fund,HDFC,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hdfc-balanced-advantage-fund-growth/MHD001,1.45%,64319.08,4 Stars,Srinivasan Ramamurty|Nirman Morakhia|Dhruv Muchhal|Anil Bamboli|Gopal Agrawal|Arun Agarwal,HDFC Balanced Advantage Fund - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,17.68,37.0,24.75,25.22,17.19,14.08,1.6,2.25,0.05,0.56,0.15,0.55,72.22,2006,2006-04-03,11.14,0.48235932738347703,19.72,26.1,15.77,0.6207949568590907,2.41,3.55,7.08,143,22.17%,34.55%,22.9%,67.09,0.00,0.00,81,2.64,7.60,50.72,7.53,8.84,10.32,0.55,0.07,8.87,0.76,0.21,56.53,36.27,68.64,0.9021532669960866,50.96
151127,HSBC Balanced Advantage Fund,HSBC,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hsbc-balanced-advantage-fund-growth/MFF105,2.13%,1363.64,Not Rated,Sonal Gupta|Hitesh Gondhia|Mahesh A. Chhabria|Neelotpal Sahai|Gautam Bhupal,HSBC Balanced Advantage Fund - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,1.02,19.48,13.8,,,14.81,,,0.03,0.09,0.13,0.04,50.00,2022,2022-11-28,,0.3058292551052384,,,,,1.63,2.38,4.61,53,18.54%,28.04%,22.95%,67.25,0.00,0.00,12,0.05,-,42.83,10.74,13.68,0.0,0.0,0.0,0.4,0.0,0.0,60.0,8.63,93.69,0.8903470783841438,46.4
104685,ICICI Prudential Balanced Advantage Fund,ICICI Prudential,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-balanced-advantage-fund-growth/MPI126,1.52%,49975.59,2 Stars,Sri Sharma|Sharmila D’mello|Sankaran Naren|Rajat Chandak|Manish Banthia|Ihab Dalwai|Ritesh Lunawat,ICICI Prudential Balanced Advantage Fund - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,16.94,19.44,13.27,13.02,12.1,11.95,1.29,1.84,-0.02,0.31,0.08,0.67,88.24,2007,2007-01-01,5.69,0.2759039620319308,9.88,15.09,12.24,0.5690330991851216,1.83,2.8,4.08,101,19.96%,30.64%,23.77%,66.38,0.03,0.00,71,2.23,7.81,56.91,8.4,1.03,2.96,0.34,0.07,2.41,0.41,0.14,55.36,9.45,94.55,0.9421370325349203,48.07
106317,Invesco India Balanced Advantage Fund,Invesco,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-balanced-advantage-fund-growth/MLI117,2.31%,630.97,4 Stars,Dhimant Kothari|Amit Ganatra,Invesco India Balanced Advantage Fund - Growth charges 0.25% of sell value; if fund sold before 90 days. There are no other charges.,16.18,27.28,13.87,11.61,9.93,9.88,0.71,0.96,-0.02,0.46,0.05,0.63,82.35,2007,2007-10-05,8.54,0.6533450759714937,9.32,11.72,11.48,0.5375278408567896,1.38,2.01,5.83,55,25.78%,38.04%,26.27%,66.19,-4.65,0.00,4,0.79,7.04,49.55,8.8,7.84,3.58,0.34,0.07,3.99,0.41,0.14,52.68,14.86,88.03,0.9355884208493946,48.07
147787,ITI Balanced Advantage Fund,ITI,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/iti-balanced-advantage-fund-growth/MIT037,2.36%,324.13,Not Rated,Vikrant Mehta|Vishal Jajoo|Rajesh Bhatia,ITI Balanced Advantage Fund - Growth charges 1.0% of sell value; if fund sold before 90 days. There are no other charges.,3.92,23.36,12.0,10.77,,4.94,0.65,0.91,-0.03,0.34,0.05,0.42,50.00,2020,2020-01-03,7.64,0.6458637070690627,4.72,,,,1.05,1.5,5.68,43,23.23%,36.44%,28.55%,73.65,0.00,0.00,4,0.24,7.17,56.42,9.64,7.59,4.45,0.72,0.1,3.93,1.03,0.41,55.22,13.7,87.56,0.8685167380911687,46.85
144333,Kotak Balanced Advantage Fund,Kotak,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/kotak-balanced-advantage-fund-growth/MKM1177,1.66%,14953.05,Not Rated,Arjun Khanna|Abhishek Bisen|Harish Krishnan|Hiten Shah,Kotak Balanced Advantage Fund - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,5.32,15.36,12.02,10.84,11.26,10.79,0.84,1.16,-0.03,0.31,0.06,0.62,100.00,2018,2018-08-10,5.84,0.42853337408791925,8.94,12.86,11.64,,1.33,1.96,4.43,94,19.07%,27.87%,24.9%,67.12,0.00,0.00,48,2.66,7.55,53.67,7.88,5.57,2.69,0.38,0.08,2.54,0.38,0.15,57.42,7.9,96.62,0.9336634007228658,48.27
149259,LIC MF Balanced Advantage Fund,LIC,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-balanced-advantage-fund-regular-plan-growth/MJB486,2.15%,995.12,Not Rated,Yogesh Patil|Rahul Singh,LIC MF Balanced Advantage Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 90 days. There are no other charges.,2.05,11.08,8.79,,,7.28,,,0.0,0.35,0.05,0.51,66.67,2021,2021-11-15,,0.4423998588791496,8.37,,,,0.51,0.73,5.86,42,30.43%,44.15%,35.17%,65.90,0.00,0.00,8,3.43,7.43,59.53,5.08,1.27,1.78,0.0,0.0,1.98,0.0,0.0,53.75,4.14,95.0,0.9680152979050719,47.23
149404,Mahindra Manulife Balanced Advantage Fund,Mahindra Manulife,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/mahindra-manulife-balanced-advantage-fund-regular-plan-growth/MMH121,2.34%,570.96,Not Rated,Fatema Pacha|Rahul Pal|Manish Lodha,Mahindra Manulife Balanced Advantage Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 90 days. There are no other charges.,1.92,18.28,13.07,,,9.54,,,0.01,0.38,0.07,0.42,100.00,2022,2022-01-03,,0.5297646864434856,,,,,0.97,1.3,7.23,59,18.56%,29.27%,16.38%,72.55,-10.16,0.00,9,3.19,7.31,37.33,21.88,13.34,2.75,0.0,0.0,4.03,0.0,0.0,57.63,21.6,84.68,0.8942637704152324,51.27
150473,Mirae Asset Balanced Advantage Fund Regular Plan,Mirae Asset,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/mirae-asset-balanced-advantage-fund-regular-plan-growth/MMA238,2.16%,1225.44,Not Rated,Mahendra Jajoo|Harshad Borawake,Mirae Asset Balanced Advantage Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,1.32,17.68,13.85,,,13.91,,,0.02,0.2,0.11,0.16,100.00,2022,2022-08-12,,0.4691182566002201,,,,,1.48,2.18,5.26,97,16.8%,26.18%,23.19%,67.56,0.00,0.00,15,2.42,7.52,48.93,9.2,9.45,0.62,0.0,0.0,0.31,0.0,0.0,56.25,11.24,95.07,0.9331190629770436,48.44
139870,Motilal Oswal Balance Advantage Fund (MOFDYNAMIC),Motilal Oswal,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-balance-advantage-fund-growth/MMO037,2.32%,789.76,Not Rated,Rakesh Shetty|Siddharth Bothra,Motilal Oswal Balance Advantage Fund - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,7.19,11.24,22.33,10.69,9.95,9.63,0.55,0.75,-0.02,0.41,0.05,0.42,62.50,2016,2016-09-28,9.17,0.8265955431440049,9.49,8.88,8.08,0.4296421411125324,1.62,2.45,9.51,25,34.48%,55%,26.98%,76.41,-20.16,0.00,5,1.73,7.86,40.81,10.84,24.76,4.54,0.34,0.07,3.85,0.48,0.07,54.95,16.5,85.61,0.8667510907014071,47.87
149266,NJ Balanced Advantage Fund,NJ,Hybrid Scheme,Balanced Advantage,N,,https://www.moneycontrol.com/mutual-funds/nav/nj-balanced-advantage-fund-regular-plan-growth/MNJ001,1.9%,3671.66,Not Rated,Dhaval Patel|Viral Shah|Vishal Ashar,NJ Balanced Advantage Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 30 days. There are no other charges.,2.09,28.52,16.27,,,9.11,,,0.05,0.38,0.09,0.49,33.33,2021,2021-11-01,,0.674750309211661,,,,,1.95,2.68,6.39,,,,,,,,,,,,,,1.75,0.0,0.0,3.5,0.0,0.0,52.53,17.84,89.39,0.8516882135495634,51.95
148657,PGIM India Balanced Advantage Fund,PGIM India,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/pgim-india-balanced-advantage-fund-growth/MDE1921,2.07%,1332.35,Not Rated,A. Anandha Padmanabhan|Vinay Paharia|Puneet Pal|Hitash Dang|Ojasvi Khicha,PGIM India Balanced Advantage Fund - Growth charges 0.5% of sell value; if fund sold before 90 days. There are no other charges.,2.82,9.8,9.18,,,10.23,,,-0.01,0.39,0.05,0.49,100.00,2021,2021-02-08,,0.7181830012587337,7.39,,,,0.6,0.83,6.88,42,25.42%,36.04%,29.25%,66.01,0.00,0.00,40,0.47,7.37,42.83,15.76,7.42,2.16,0.0,0.0,3.46,0.0,0.0,51.87,14.52,86.02,0.8632754821736512,47.69
151714,quant Dynamic Asset Allocation Fund,Quant,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/quant-dynamic-asset-allocation-fund-regular-plan-growth/MESA001,2.39%,309.61,Not Rated,Ankit Pande|Sandeep Tandon|Vasav Sahgal|Sanjeev Sharma,Quant Dynamic Asset Allocation Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 15 days. There are no other charges.,0.65,40.36,24.45,,,42.39,,,0.07,0.11,0.34,0.01,100.00,2023,2023-04-13,,0.7787014461467284,,,,,2.57,3.77,11.76,22,35.17%,61.13%,26.43%,72.08,17.06,0.00,2,0.00,-,36.82,30.8,21.52,8.92,0.0,0.0,5.73,0.64,0.0,63.06,46.81,69.84,0.5502201760668257,56.05
149132,SBI Balanced Advantage Fund,SBI,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/sbi-balanced-advantage-fund-regular-plan-growth/MSB1769,1.64%,24629.28,Not Rated,Dinesh Ahuja|Dinesh Balachandran|Mohit Jain,SBI Balanced Advantage Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,2.24,11.44,14.57,,,10.25,,,0.01,0.29,0.08,0.53,100.00,2021,2021-09-07,,0.368591291712821,11.21,,,,1.82,2.7,4.54,77,20.16%,31.35%,24.94%,65.53,0.00,1.00,25,3.77,7.53,55.01,6.76,3.76,0.55,0.0,0.0,1.09,0.0,0.0,56.55,8.68,95.8,0.9312649886928057,50.18
147405,Shriram Balanced Advantage Fund,Shriram,Hybrid Scheme,Balanced Advantage,N,,https://www.moneycontrol.com/mutual-funds/nav/shriram-balanced-advantage-fund-growth/MSR013,2.6%,41.55,Not Rated,Kartik Soral|Gargi B Banerjee,Shriram Balanced Advantage Fund - Growth charges 1.0% of sell value; if fund sold before 90 days. There are no other charges.,4.4,27.52,10.29,9.6,,10.17,0.51,0.72,-0.03,0.36,0.04,0.5,100.00,2019,2019-07-12,7.5,0.42212996978014294,6.03,10.22,10.26,,0.63,0.88,7.05,,,,,,,,,,,,,,2.31,0.0,0.0,2.96,0.18,0.0,55.45,11.58,91.56,0.9125629778081206,47.5
149715,Sundaram Balanced Advantage Fund (Formerly Known as Principal Balanced Advantage Fund),Sundaram,Hybrid Scheme,Balanced Advantage,N,,https://www.moneycontrol.com/mutual-funds/nav/sundaram-balanced-advantage-fund-growth/MID247,2.07%,1526.99,Not Rated,Dwijendra Srivastava|Ravi Gopalakrishnan|S Bharath,Sundaram Balanced Advantage Fund - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,1.92,15.0,9.3,,,8.38,,,0.0,0.39,0.05,0.52,100.00,2022,2022-01-03,,0.550507911338523,,,,,0.61,0.84,5.65,,,,,,,,,,,,,,2.12,0.0,0.0,3.18,0.0,0.0,53.6,13.2,91.89,0.9491142328854704,50.21
146007,Tata Balanced Advantage Fund,Tata,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/tata-balanced-advantage-fund-growth/MTA1346,1.72%,7673.46,Not Rated,Akhil Mittal|Sailesh Jain|Rahul Singh,Tata Balanced Advantage Fund - Growth charges 1.0% of sell value; if fund sold before 90 days. There are no other charges.,4.85,16.72,11.97,12.68,,12.44,1.02,1.42,-0.02,0.35,0.07,0.64,100.00,2019,2019-01-29,6.5,0.40139083172863116,9.31,14.42,12.67,,1.17,1.69,5.03,68,18.29%,29.1%,25.4%,65.55,0.00,0.00,68,1.90,7.70,55.46,7.74,2.35,2.52,0.17,0.0,3.11,0.25,0.08,57.65,7.83,94.62,0.9579591906097413,47.14
142035,Union Balanced Advantage Fund,Union,Hybrid Scheme,Balanced Advantage,N,,https://www.moneycontrol.com/mutual-funds/nav/union-balanced-advantage-fund-growth/MUK112,2.09%,1600.81,Not Rated,Sanjay Bembalkar|Parijat Agarwal|Hardick Bora,Union Balanced Advantage Fund - Growth charges 1.0% of sell value; if fund sold before 15 days. There are no other charges.,5.92,19.68,11.49,8.99,11.15,10.97,0.72,1.01,-0.04,0.3,0.05,0.67,100.00,2018,2018-01-05,5.56,0.4278762272030321,6.54,12.42,12.02,,1.51,2.31,4.39,,,,,,,,,,,,,,2.97,0.28,0.07,2.62,0.35,0.07,50.66,6.71,96.05,0.9310628836827035,47.34
151882,UTI Balanced Advantage Fund,UTI,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/uti-balanced-advantage-fund-regular-plan-growth/MUTA026,1.95%,2382.57,Not Rated,Anurag Mittal|Sachin Trivedi|Deepesh Agarwal,UTI Balanced Advantage Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,0.3,18.0,5.79,,,22.1,,,0.04,0.17,0.19,0.07,100.00,2023,2023-08-17,,0.5109798655227374,,,,,2.5,3.95,5.72,54,20.95%,32.16%,27.75%,65.46,0.00,0.00,8,2.08,7.39,55.7,7.26,2.5,1.41,0.0,0.0,0.0,0.0,0.0,61.97,10.0,90.32,0.9705209829824623,45.07
151268,WhiteOak Capital Balanced Advantage Fund Regular Plan Growth,WhiteOak Capital,Hybrid Scheme,Balanced Advantage,N,Y,https://www.moneycontrol.com/mutual-funds/nav/whiteoak-capital-balanced-advantage-fund-regular-plan-growth/MYM035,2.31%,644.82,Not Rated,Trupti Agrawal|Piyush Baranwal|Ramesh Mantri,WhiteOak Capital Balanced Advantage Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 30 days. There are no other charges.,0.81,17.08,14.97,,,20.1,,,0.01,0.12,0.16,0.05,100.00,2023,2023-02-13,,0.45993557766077703,,,,,2.54,3.89,4.97,91,19.85%,30.51%,24.69%,67.12,0.00,0.00,15,1.72,7.35,47.76,8.63,10.73,1.02,0.0,0.0,0.0,0.0,0.0,63.27,16.52,93.83,0.8979483594021723,48.47
132998,Aditya Birla Sun Life Equity Savings Fund,Aditya Birla,Hybrid Scheme,Equity Savings,N,Y,https://www.moneycontrol.com/mutual-funds/nav/aditya-birla-sun-life-equity-savings-fund-regular-plan-growth/MBS1973,1.1%,505.32,Not Rated,Pranav Gupta|Harshil Survankar|Vishal Gajwani,Aditya Birla Sun Life Equity Savings Fund - Regular Plan - Growth charges 0.25% of sell value; if fund sold before 7 days. There are no other charges.,9.02,8.12,8.71,7.92,8.09,8.5,0.47,0.63,-0.04,0.34,0.03,0.69,80.00,2014,2014-12-01,6.29,0.6006138113140778,4.6,9.47,8.51,0.416657464384262,1.01,1.38,3.86,109,23.51%,36.72%,29.63%,64.12,0.00,0.00,15,2.49,7.68,47.32,8.08,8.75,1.31,0.0,0.0,1.79,0.14,0.07,52.44,9.21,91.82,0.9193994584455145,46.73
135122,Axis Equity Saver Fund,Axis,Hybrid Scheme,Equity Savings,N,Y,https://www.moneycontrol.com/mutual-funds/nav/axis-equity-saver-fund-growth/MAA636,2.29%,882.25,Not Rated,Hitesh Das|Hardik Shah|Jayesh Sundar|R. Sivakumar,Axis Equity Saver Fund - Growth charges 1.0% of sell value; if fund sold before 30 days. There are no other charges.,8.3,16.28,9.88,8.96,8.86,9.02,0.59,0.81,-0.04,0.36,0.04,0.69,88.89,2015,2015-08-20,6.5,0.565493045575819,5.17,10.13,9.41,0.46946158088245726,1.1,1.55,4.49,135,21.21%,31.15%,14.53%,68.50,-30.61,0.00,23,3.62,7.35,53.34,7.84,7.32,1.65,0.07,0.0,2.27,0.14,0.07,52.68,7.68,93.79,0.9556660724330702,46.77
108995,BANDHAN Equity Savings Fund,Bandhan,Hybrid Scheme,Equity Savings,N,Y,https://www.moneycontrol.com/mutual-funds/nav/bandhan-equity-savings-fund-regular-plan-growth/MAG218,1.36%,84.45,Not Rated,Nemish Sheth|Viraj Kulkarni|Harshal Joshi,Bandhan Equity Savings Fund - Regular Plan - Growth charges 0.25% of sell value; if fund sold before 7 days. There are no other charges.,15.5,8.16,7.85,7.33,7.22,7.09,0.51,0.69,-0.05,0.19,0.04,0.62,100.00,2008,2008-06-10,3.62,0.23052940032533303,5.54,8.72,7.0,0.2411599767221242,0.98,1.41,2.14,40,23.1%,39.64%,32.75%,70.51,0.00,0.00,3,0.49,7.17,62.62,7.31,0.58,0.89,0.07,0.0,1.1,0.14,0.07,56.4,5.54,97.73,0.9049177018150136,47.39
147494,Baroda BNP Paribas Equity Savings Fund,Baroda BNP Paribas,Hybrid Scheme,Equity Savings,N,Y,https://www.moneycontrol.com/mutual-funds/nav/baroda-bnp-paribas-equity-savings-fund-regular-plan-growth/MBO259,2.5%,229.01,Not Rated,Pratish Krishnan|Mayank Prakash|Miten Vora,Baroda BNP Paribas Equity Savings Fund - Regular Plan - Growth charges 1.0% of sell value; if fund sold before 365 days. There are no other charges.,4.35,16.84,10.1,7.31,,9.88,0.5,0.69,-0.05,0.22,0.04,0.51,100.00,2019,2019-07-30,4.61,0.37383160244280406,6.87,7.78,8.96,,1.12,1.61,3.73,52,21.42%,32.93%,24.14%,67.54,0.00,0.00,12,2.26,8.13,52.78,8.57,6.19,0.84,0.0,0.0,1.03,0.0,0.0,50.28,3.72,97.7,0.9012350387040587,45.7
136563,DSP Equity Savings Fund,DSP,Hybrid Scheme,Equity Savings,N,Y,https://www.moneycontrol.com/mutual-funds/nav/dsp-equity-savings-fund-regular-plan-growth/MDS1199,1.45%,678.06,Not Rated,Abhishek Singh|Kedar Karnik|Jay Kothari,Data not available.,7.69,14.0,10.21,10.04,8.69,8.53,0.95,1.34,-0.02,0.22,0.07,0.52,87.50,2016,2016-03-30,4.49,0.25365129840568773,6.87,10.96,7.83,0.3656659186305058,1.37,2.03,3.21,83,21.18%,31.41%,29.34%,65.87,0.18,0.00,7,2.15,7.49,45.83,13.58,6.46,0.96,0.0,0.0,1.24,0.14,0.07,56.33,8.44,94.24,0.8962941301511409,47.39
140351,Edelweiss Equity Savings Fund,Edelweiss,Hybrid Scheme,Equity Savings,N,Y,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-equity-savings-fund-regular-plan-growth/MJP302,1.58%,289.1,Not Rated,Dhawal Dalal|Bhavesh Jain|Bharat Lahoti,Data not available.,7.02,14.56,10.21,9.54,9.36,9.48,0.76,1.06,-0.03,0.25,0.06,0.59,100.00,2016,2016-11-28,4.76,0.3101979560532598,7.2,10.04,8.71,0.39918949888492206,1.28,1.8,3.28,84,21.5%,33.37%,28.95%,65.61,0.00,0.00,2,1.23,7.16,47.11,14.88,3.62,0.76,0.0,0.0,0.69,0.07,0.0,58.09,5.29,96.21,0.9089977017015246,46.52
101585,HDFC Equity Savings Fund,HDFC,Hybrid Scheme,Equity Savings,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hdfc-equity-savings-fund-growth/MHD046,2.01%,3110.8,Not Rated,Srinivasan Ramamurty|Nirman Morakhia|Dhruv Muchhal|Anil Bamboli|Arun Agarwal,HDFC Equity Savings Fund - Growth charges 1.0% of sell value; if fund sold before 30 days. There are no other charges.,17.68,14.8,10.53,12.32,9.79,9.71,1.1,1.52,-0.02,0.31,0.07,0.65,94.44,2006,2006-04-03,5.69,0.3180923294847323,8.22,13.23,9.82,0.48652983805918437,1.23,1.75,3.68,65,20.84%,31.36%,24.35%,66.76,0.00,0.00,28,2.25,7.62,58.26,4.91,3.59,1.31,0.0,0.0,1.79,0.14,0.0,56.19,8.19,94.24,0.9356257265965464,47.25
151058,HSBC Equity Savings Fund,HSBC,Hybrid Scheme,Equity Savings,N,Y,https://www.moneycontrol.com/mutual-funds/nav/hsbc-equity-savings-fund-growth/MCC195,1.5%,173.42,Not Rated,Cheenu Gupta|Sonal Gupta|Hitesh Gondhia|Mahesh A. Chhabria|Neelotpal Sahai|Praveen Ayathan,HSBC Equity Savings Fund - Growth charges 0.5% of sell value; if fund sold before 30 days. There are no other charges.,1.02,17.6,14.87,,,15.31,,,0.03,0.07,0.14,0.03,50.00,2022,2022-11-28,,0.23908149134616744,,,,,2.24,3.29,3.78,50,20.68%,31.33%,18.78%,67.78,0.00,0.00,5,0.06,-,21.99,24.82,20.97,0.0,0.0,0.0,0.4,0.0,0.0,61.6,12.95,95.5,0.6857475374111089,49.6
146456,Invesco India Equity Savings Fund,Invesco,Hybrid Scheme,Equity Savings,N,Y,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-equity-savings-fund-regular-plan-growth/MLI1110,2.29%,135.96,Not Rated,Dhimant Kothari|Amit Nigam|Krishna Cheemalapati,Invesco India Equity Savings Fund - Regular Plan - Growth charges 0.25% of sell value; if fund sold before 30 days. There are no other charges.,4.75,14.32,11.83,7.64,,7.72,0.37,0.49,-0.04,0.27,0.04,0.61,80.00,2019,2019-03-08,5.02,0.49031303666527964,5.33,7.25,6.79,,1.56,2.24,3.68,78,28.94%,38.79%,8.32%,66.79,-34.60,0.00,5,2.04,7.19,45.83,10.56,10.4,0.94,0.0,0.0,1.37,0.09,0.09,58.28,5.49,97.34,0.9384128733033692,47.04
